FID,Name,ID,State,Network,County,Elevation_,Latitude,Longitude,HUC,Date_of_Da,Date_Repor,Value_inch,Percent_NR,Percent__1,Percent_of,Percent__2,Percent__3,Percent__4,Percent__5,Percent__6,Percent__7,POR_Median,Percentile,Maximum_Ra,Minimum_Ra,Records_PO,NRCS_1991_,NRCS_19911,POR_Averag,POR_Medi_1,Minimum_PO,Maximum_PO,Year_of_Mi,Year_of_Ma,Number_of_
191,Columbus Basin,904	,Colorado,SNOTEL,La Plata,10781,37.441459999999999,-108.024680000000004,140801050101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,93,3,1,Lowest,1.500000000000000,0.000000000000000,1.400000000000000,0,0,20.899999999999999,"2020, 2021, 2022, more",2019,28
192,Combination,410	,Montana,SNOTEL,Granite,5600,46.465229999999998,-113.393580000000000,170102020401	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",50
193,Cool Creek,411	,Idaho,SNOTEL,Clearwater,6280,46.763610000000000,-115.295280000000005,170603070702	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",24.600000000000001,141,198,152,198,49,49,53,50,53,12.199999999999999,73,11,28, ,17.399999999999999,12.400000000000000,16.199999999999999,12,0,55.700000000000003,"1994, 2005, 2015, more",2011,38
194,Cooper Lake,959	,Alaska,SNOTEL,Kenai Peninsula,1200,60.390270000000001,-149.693600000000004,190203021205	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",41
195,Copeland Lake,412	,Colorado,SNOTEL,Boulder,8555,40.207329999999999,-105.569500000000005,101900050202	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,2,2,2,2,0.100000000000000,100,1,41,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2019, 2020, 2021, more",2022,41
196,Copper Bottom,413	,Montana,SNOTEL,Lewis And Clark,5200,47.056780000000003,-112.594999999999999,170102030103	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",44
197,Copper Camp,414	,Montana,SNOTEL,Lewis And Clark,6950,47.081580000000002,-112.729550000000003,170102030103	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,81,9,1,Lowest,3.100000000000000,0.000000000000000,1.500000000000000,0,0,36.899999999999999,"2020, 2021, 2022, more",2011,44
198,Copper Mountain,415	,Colorado,SNOTEL,Summit,10523,39.489170000000001,-106.171539999999993,140100020302	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,95,3,1,Lowest,0.100000000000000,0.000000000000000,0.100000000000000,0,0,2.200000000000000,"2020, 2021, 2022, more",2019,44
199,Coronado Trail,416	,Arizona,SNOTEL,Apache,8418,33.804180000000002,-109.153520000000000,150400040501	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
200,Corral,1236	,Utah,SNOTEL,Carbon,8207,39.657950000000000,-110.379059999999996,140600070903	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",9
201,Corral Canyon,417	,Nevada,SNOTEL,Elko,8445,40.275509999999997,-115.540170000000003,160401030401	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.200000000000000,0,0,0,0,1,1,1,1,1,0.200000000000000,98,2,43,2nd Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,1.000000000000000,"2019, 2020, 2021, more",1995,44
202,Corral Pass,418	,Washington,SNOTEL,Pierce,5800,47.018720000000002,-121.464640000000003,171100140307	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",18.199999999999999,142,147,165,160,42,48,48,48,47,6.800000000000000,74,11,30, ,12.800000000000001,12.400000000000000,11.000000000000000,11,0,36.899999999999999,"2019, 2020, 2021, more",2011,40
203,Cottonwood Creek,419	,Wyoming,SNOTEL,Lincoln,7670,42.645899999999997,-110.814819999999997,170401050102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,95,3,1,Lowest,0.500000000000000,0.000000000000000,0.400000000000000,0,0,14.000000000000000,"2020, 2021, 2022, more",2011,39
204,Cottonwood Lakes,CWD	,California,Cooperator Snow Sensors,Inyo,10150,36.482999999999997,-118.177000000000007,180901030404	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",30
205,Couch Summit,1306	,Idaho,SNOTEL,Camas,6800,43.517679999999999,-114.802199999999999,170501130204	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,2022,2022,1
206,Cougar Mountain,420	,Washington,SNOTEL,King,3200,47.276660000000000,-121.671379999999999,171100130202	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.200000000000000,50,0,67,0,1,1,1,1,1,0.200000000000000,95,3,39, ,0.400000000000000,0.000000000000000,0.300000000000000,0,0,9.699999999999999,"2019, 2020, 2021, more",2008,41
207,County Line,422	,Oregon,SNOTEL,Umatilla,4830,45.191070000000003,-118.550150000000002,170601040202	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
208,Cozy Cove,423	,Idaho,SNOTEL,Valley,5400,44.288460000000001,-115.655079999999998,170501200403	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
209,Crab Creek,424	,Idaho,SNOTEL,Clark,6900,44.436999999999998,-111.993840000000006,170402140108	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",40
210,Crater Meadows,425	,Idaho,SNOTEL,Clearwater,5960,46.563940000000002,-115.289029999999997,170603070502	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",18.500000000000000,285,0,330,0,37,37,37,38,38,18.500000000000000,89,5,34, ,6.500000000000000,0.000000000000000,5.600000000000000,0,0,49.600000000000001,"2016, 2019, 2021, more",2011,38
211,Crazyman Flat,1010	,Oregon,SNOTEL,Klamath,6180,42.638100000000001,-120.949169999999995,180102020101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",21
212,Creamers Field,1302	,Alaska,SNOTEL,Fairbanks North Star,440,64.865340000000003,-147.736169999999987,190803060907	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,2022,2022,1
213,Crescent Lake #1,2002	,Minnesota,SCAN,Sherburne,980,45.416670000000003,-93.950000000000003,070102030503	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2018, 2019, 2020, more",1998,20
214,Crosho,426	,Colorado,SNOTEL,Rio Blanco,8973,40.167490000000001,-107.057689999999994,140500010106	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,97,2,1,Lowest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,1.300000000000000,"2020, 2021, 2022, more",1995,36
215,Crow Creek,1045	,Wyoming,SNOTEL,Albany,8335,41.228240000000000,-105.385710000000003,101900090104	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",19
216,Crowder Flat,977	,California,SNOTEL,Modoc,5170,41.893180000000001,-120.752020000000002,180102040103	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",23
217,Crystal Lake,427	,Montana,SNOTEL,Fergus,6050,46.789420000000000,-109.512050000000002,100401030204	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,93,4,1,Lowest,0.200000000000000,0.000000000000000,0.100000000000000,0,0,4.000000000000000,"2020, 2021, 2022, more",2010,44
218,Css Lab,428	,California,SNOTEL,Nevada,6894,39.325650000000003,-120.368070000000003,180201250602	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,6,0,8,0,0,0,0,0,0,0.100000000000000,92,4,37, ,1.600000000000000,0.000000000000000,1.200000000000000,0,0,22.500000000000000,"2019, 2020, 2021, more",2011,40
219,Culebra #2,430	,Colorado,SNOTEL,Costilla,10562,37.209389999999999,-105.199879999999993,130100020902	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",43
220,Cumbres Trestle,431	,Colorado,SNOTEL,Conejos,10035,37.018770000000004,-106.452749999999995,130201020203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,0,0,0,0,0,0.100000000000000,98,2,41,2nd Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.800000000000000,"2019, 2020, 2021, more",1995,42
221,Currant Creek,432	,Utah,SNOTEL,Wasatch,7915,40.357469999999999,-111.089929999999995,140600040401	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.400000000000000,0,0,0,0,4,4,5,4,4,0.400000000000000,100,1,44,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.400000000000000,"2019, 2020, 2021, more",2022,44
222,Daisy Peak,919	,Montana,SNOTEL,Meagher,7600,46.668579999999999,-110.330219999999997,100402010106	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,33,0,33,0,1,1,1,1,1,0.100000000000000,96,2,24,2nd Highest,0.300000000000000,0.000000000000000,0.300000000000000,0,0,6.900000000000000,"2019, 2020, 2021, more",2011,27
223,Daly Creek,433	,Montana,SNOTEL,Ravalli,5780,46.183669999999999,-113.853300000000004,170102050901	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
224,Daly Lake,434	,Oregon,SNOTEL,Linn,3690,44.521470000000001,-122.087180000000004,170900060101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
225,Dana Meadows,DAN	,California,Cooperator Snow Sensors,Tuolumne,9800,37.896999999999998,-119.257000000000005,180400090102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,1.800000000000000,0.000000000000000,3.000000000000000,0,0,33.700000000000003,"2019, 2020, 2021, more",1983,27
226,Daniels-Strawberry,435	,Utah,SNOTEL,Wasatch,8008,40.295299999999997,-111.256770000000003,140600040101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",44
227,Darkhorse Lake,436	,Montana,SNOTEL,Beaverhead,8945,45.173670000000001,-113.584479999999999,100200040301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",18.500000000000000,148,147,149,152,57,54,57,54,57,6.300000000000000,76,11,32, ,12.500000000000000,12.600000000000000,12.400000000000000,12,0,41.899999999999999,"2007, 2015, 2021, more",2011,42
228,Deadman Creek,437	,Montana,SNOTEL,Meagher,6450,46.792789999999997,-110.675449999999998,100301030401	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,98,2,1,Lowest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2020, 2021, 2022, more",2000,55
229,Deadman Creek,DDM	,California,Cooperator Snow Sensors,Tuolumne,9250,38.332000000000001,-119.653000000000006,180400100203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,70,9,1,Lowest,6.400000000000000,0.000000000000000,5.900000000000000,0,0,48.399999999999999,"2020, 2021, 2022, more",1995,28
230,Deadman Hill,438	,Colorado,SNOTEL,Larimer,10239,40.805720000000001,-105.770179999999996,101900070502	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.800000000000000,0.000000000000000,1.200000000000000,0,0,18.300000000000001,"2019, 2020, 2021, more",1983,43
231,Deadwood Summit,439	,Idaho,SNOTEL,Valley,6860,44.545140000000004,-115.563800000000001,170501200401	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",10.199999999999999,217,5100,189,0,28,23,24,23,25,10.199999999999999,78,10,33, ,4.700000000000000,0.200000000000000,5.400000000000000,0,0,36.000000000000000,"2018, 2020, 2021, more",1982,42
232,Deer Park,923	,Wyoming,SNOTEL,Fremont,9700,42.590760000000003,-108.902730000000005,100800030101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,74,7,1,Lowest,1.600000000000000,0.000000000000000,1.400000000000000,0,0,13.400000000000000,"2020, 2021, 2022, more",2011,24
233,Derr.,440	,Oregon,SNOTEL,Wheeler,5850,44.446500000000000,-119.930120000000002,170703040401	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,1,1,1,1,0.100000000000000,100,1,42,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2019, 2020, 2021, more",2022,42
234,Devils Postpile,DPO	,California,Cooperator Snow Sensors,Madera,7569,37.628999999999998,-119.084999999999994,180400060402	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",10
235,Diamond Lake,442	,Oregon,SNOTEL,Douglas,5280,43.187869999999997,-122.140029999999996,171003010204	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",41
236,Diamond Peak,443	,Nevada,SNOTEL,Eureka,8017,39.563609999999997,-115.844210000000004,160600051503	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",39
237,Dills Camp,444	,Utah,SNOTEL,Sanpete,9228,39.045540000000003,-111.468750000000000,140700020201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",43
238,Disaster Peak,445	,Nevada,SNOTEL,Humboldt,6260,41.967370000000003,-118.189340000000001,160402010201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",41
239,Dismal Swamp,446	,California,SNOTEL,Modoc,7360,41.991270000000000,-120.180329999999998,171200070304	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,80,9,1,Lowest,1.800000000000000,0.000000000000000,1.400000000000000,0,0,25.300000000000001,"2020, 2021, 2022, more",2011,42
240,Divide,448	,Montana,SNOTEL,Madison,7800,44.793170000000003,-112.056449999999998,100200030102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",47
241,Divide Peak,449	,Wyoming,SNOTEL,Carbon,8730,41.303989999999999,-107.152550000000005,140500030203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,98,2,1,Lowest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2020, 2021, 2022, more",2011,42
242,Dollarhide Summit,450	,Idaho,SNOTEL,Blaine,8420,43.602499999999999,-114.674170000000004,170402190201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,72,12,1,Lowest,2.200000000000000,0.000000000000000,2.700000000000000,0,0,24.199999999999999,"2020, 2021, 2022, more",1995,41
243,Dome Lake,451	,Wyoming,SNOTEL,Sheridan,8880,44.574620000000003,-107.295370000000005,100901010102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,1,1,1,1,0.100000000000000,95,3,42, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,1.200000000000000,"2019, 2020, 2021, more",1995,44
244,Dome Mountain,1A19P	,British Columbia,Cooperator Snow Sensors, ,5801,53.616669999999999,-121.016670000000005, ,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",28.699999999999999,284,330,237,293,68,82,83,81,81,18.899999999999999,93,2,15,2nd Highest,10.100000000000000,8.699999999999999,12.100000000000000,10,0,30.800000000000001,"2006, 2016",2012,16
245,Donkey Reservoir,452	,Utah,SNOTEL,Wayne,9799,38.208399999999997,-111.474119999999999,140700030305	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",36
246,Dorsey Basin,453	,Nevada,SNOTEL,Elko,7903,40.893430000000002,-115.211039999999997,160401010604	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",44
247,Draw Creek,454	,Nevada,SNOTEL,Elko,7332,41.661000000000001,-115.323400000000007,160401010403	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,1,1,1,1,0.100000000000000,100,1,39,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2019, 2020, 2021, more",2022,39
248,Dry Bread Pond,455	,Utah,SNOTEL,Cache,8302,41.412889999999997,-111.537700000000001,160102030101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,98,2,1,Lowest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,1.000000000000000,"2020, 2021, 2022, more",2011,44
249,Dry Creek,1243	,Nevada,SNOTEL,Elko,6555,40.863799999999998,-115.220140000000001,160401010601	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",9
250,Dry Fork,906	,Utah,SNOTEL,Salt Lake,7093,40.565330000000003,-112.173429999999996,160202040106	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",28
251,Dry Lake,457	,Colorado,SNOTEL,Routt,8271,40.533700000000003,-106.781400000000005,140500010409	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",41
252,Dungeness,943	,Washington,SNOTEL,Clallam,4010,47.872239999999998,-123.078800000000001,171100200301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",23
253,Dupuyer Creek,458	,Montana,SNOTEL,Teton,5750,48.063409999999998,-112.757300000000001,100302010501	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,97,2,1,Lowest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2020, 2021, 2022, more",1998,39
254,EF Blacks Fork GS,1163	,Utah,SNOTEL,Summit,9360,40.884720000000002,-110.540559999999999,140401070302	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",12
255,East Boulder Mine,1105	,Montana,SNOTEL,Sweet Grass,6335,45.503810000000001,-110.080190000000002,100700020701	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",15
256,East Creek,2D08P	,British Columbia,Cooperator Snow Sensors, ,6575,50.633330000000001,-116.916669999999996,170101090000	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",32.100000000000001,223,282,217,268,64,84,83,85,85,20.100000000000001,89,5,33, ,14.400000000000000,11.400000000000000,14.800000000000001,12,0,40.700000000000003,"2013, 2016, 2018, more",1991,37
257,East Palmer,953	,Alaska,SNOTEL,Matanuska-Susitna,230,61.598579999999998,-149.096370000000007,190204020709	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021","2020, 2021",2
258,East Rim Divide,460	,Wyoming,SNOTEL,Sublette,7930,43.130969999999998,-110.202299999999994,170401030203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",37
259,East Willow Creek,461	,Utah,SNOTEL,Grand,8302,39.312130000000003,-109.531790000000001,140600060205	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",36
260,Easy Pass,998	,Washington,SNOTEL,Whatcom,5270,48.859330000000000,-121.438950000000006,171100010101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",84.799999999999997,148,132,141,129,77,84,82,84,83,19.000000000000000,82,3,10, ,57.399999999999999,64.000000000000000,60.100000000000001,66,0,116.000000000000000,2015,2012,12
261,Ebbetts Pass,462	,California,SNOTEL,Alpine,8661,38.549700000000001,-119.804680000000005,160502010104	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,81,9,1,Lowest,3.500000000000000,0.000000000000000,3.500000000000000,0,0,43.200000000000003,"2020, 2021, 2022, more",1995,44
262,Echo Lake,936	,Colorado,SNOTEL,Clear Creek,10694,39.655389999999997,-105.593580000000003,101900020801	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",24
